Index,m/z,stddev,PeakHeight,C,H,Neutral H,O,m/z2,stddev2,O/C,H/C,DBE,AI mod,Neutral Mass,KM(CH2),KMD(CH2),KM(COO),KMD(COO),KM(H2O),KMD(H2O),KM(H2),KMD(H2),KM(O),KMD(O),KM(C2H4O),KMD(C2H4O),KM(OCH2),KMD(OCH2),KMD(CH2),KMD(COO),KMD(H2O),KMD(H2),KMD(O),KMD(C2H4O),KMD(OCH2),see comment,Neutral Mass
367,313.071748,1,25095791,17,13,14,6,313.071762,0,0.352941176,0.823529412,11,0.571428571,314.0790382,313,0.728333,314,0.1516554,313,0.8948048,311,0.6404417,314,0.1788955,313,0.8920245,313,0.9684722,8,6,4,5,11,3,7,1,572.0954761
368,313.108234,1,2267509,18,17,18,5,313.108147,0.3,0.277777778,1,10,0.483870968,314.1154237,313,0.764678,314,0.1880493,313,0.931169,311,0.6765447,314,0.2152926,313,0.9283883,314,0.0048449,6,6,3,4,10,3,4,1,566.0696553
371,315.014654,1,5419922,15,7,8,8,315.014641,0,0.533333333,0.533333333,12,0.727272727,316.0219172,315,0.669042,316,0.0949837,315,0.8365442,313,0.5682357,316,0.1223923,315,0.8337467,315,0.9106673,10,4,6,7,8,5,9,1,556.1216909
372,315.035747,1,3049366,12,11,12,10,315.03577,-0.1,0.833333333,1,7,0.285714286,316.0430466,315,0.690148,316,0.1161179,315,0.8576612,313,0.5892010,316,0.1435284,315,0.8548635,315,0.9317892,5,3,3,4,6,2,4,1,556.1005615
374,315.05101,1,32759704,16,11,12,7,315.051026,-0.1,0.4375,0.75,11,0.6,316.0583027,315,0.705387,316,0.1313776,315,0.8729083,313,0.6043387,316,0.1587894,315,0.8701105,315,0.94704,9,5,5,6,10,5,8,1,556.0853053
378,315.087433,1,17119133,17,15,16,6,315.087412,0.1,0.352941176,0.941176471,10,0.5,316.0946882,315,0.741732,316,0.1677715,315,0.9092725,313,0.6404417,316,0.1951864,315,0.9064743,315,0.9834127,7,6,5,5,10,3,7,1,554.1060408
383,317.03032,1,17301699,15,9,10,8,317.030291,0.1,0.533333333,0.666666667,11,0.636363636,318.0375673,317,0.682442,318,0.1110998,317,0.8510119,315,0.5682357,318,0.1386832,317,0.8481965,317,0.9256078,10,4,6,7,7,5,8,1,552.1267762
387,317.066665,1,41738441,16,13,14,7,317.066676,0,0.4375,0.875,10,0.52,318.0739528,317,0.718787,318,0.1474937,317,0.8873761,315,0.6043387,318,0.1750803,317,0.8845604,317,0.9619805,7,6,5,6,11,4,6,1,544.1005615
389,317.103105,1,6447310,17,17,18,6,317.103062,0.1,0.352941176,1.058823529,9,0.428571429,318.1103383,317,0.755132,318,0.1838876,317,0.9237402,315,0.6404417,318,0.2114774,317,0.9209242,317,0.9983532,7,6,4,5,9,4,4,1,542.0849114
392,319.009582,1,4405233,14,7,8,9,319.009555,0.1,0.642857143,0.571428571,11,0.684210526,320.0168319,319,0.659496,320,0.0908219,319,0.8291155,317,0.5321327,320,0.1185771,319,0.8262826,319,0.9041756,10,3,5,6,6,5,8,1,538.0747407
394,319.045928,1,32965111,15,11,12,8,319.045941,0,0.533333333,0.8,10,0.545454545,320.0532174,319,0.695841,320,0.1272159,319,0.8654796,317,0.5682357,320,0.1549741,319,0.8626464,319,0.9405483,9,5,6,7,9,4,8,1,536.1318616
395,319.061185,1,1488633,19,11,12,5,319.061197,0,0.263157895,0.631578947,14,0.696969697,320.0684735,319,0.71108,320,0.1424755,319,0.8807268,317,0.5833734,320,0.1702351,319,0.8778935,319,0.955799,4,5,6,4,10,4,7,1,534.079826
397,319.082361,1,12923388,16,15,16,7,319.082326,0.1,0.4375,1,9,0.44,320.0896029,319,0.732186,320,0.1636098,319,0.9018438,317,0.6043387,320,0.1913712,319,0.8990103,319,0.976921,8,6,4,6,9,3,6,1,530.0696553
400,321.025228,1,11127591,14,9,10,9,321.025205,0.1,0.642857143,0.714285714,10,0.578947368,322.0324819,321,0.672896,322,0.106938,321,0.8435832,319,0.5321327,322,0.134868,321,0.8407325,321,0.9191161,9,4,6,6,8,5,7,1,528.0692614
402,321.040485,1,3203369,18,9,10,6,321.040462,0.1,0.333333333,0.555555556,14,0.733333333,322.0477381,321,0.688135,322,0.1221977,321,0.8588304,319,0.5472704,322,0.150129,321,0.8559795,321,0.9343668,7,4,6,6,8,4,7,1,524.0590906
404,321.061571,1,38142764,15,13,14,8,321.061591,-0.1,0.533333333,0.933333333,9,0.454545455,322.0688674,321,0.70924,322,0.1433319,321,0.8799473,319,0.5682357,322,0.171265,321,0.8770963,321,0.9554888,8,5,6,7,9,4,7,1,520.136947
405,321.076827,1,3577135,19,13,14,5,321.076847,-0.1,0.263157895,0.736842105,13,0.636363636,322.0841236,321,0.72448,322,0.1585916,321,0.8951945,319,0.5833734,322,0.186526,321,0.8923433,321,0.9707395,6,6,5,4,10,2,7,1,518.1212969
407,321.098015,1,2922034,16,17,18,7,321.097976,0.1,0.4375,1.125,8,0.36,322.1052529,321,0.745585,322,0.1797259,321,0.9163115,319,0.6043387,322,0.2076621,321,0.9134601,321,0.9918614,6,5,4,6,8,3,4,1,516.0903907
412,323.019731,1,2255451,17,7,8,7,323.019726,0,0.411764706,0.470588235,14,0.777777778,324.0270026,323,0.665189,324,0.1019199,323,0.8369339,321,0.5111674,324,0.1300228,323,0.8340655,323,0.9129346,9,3,6,6,6,5,10,1,512.0590906
414,323.040853,1,13698143,14,11,12,9,323.040856,0,0.642857143,0.857142857,9,0.473684211,324.048132,323,0.686295,324,0.1230541,323,0.8580509,321,0.5321327,324,0.1511589,323,0.8551823,323,0.9340565,8,4,5,6,9,3,6,1,502.0899968
416,323.056126,1,11480161,18,11,12,6,323.056112,0,0.333333333,0.666666667,13,0.666666667,324.0633881,323,0.701534,324,0.1383138,323,0.8732981,321,0.5472704,324,0.1664199,323,0.8704294,323,0.9493073,8,6,5,6,10,4,8,1,500.0954761
417,323.077289,1,8637540,15,15,16,8,323.077241,0.1,0.533333333,1.066666667,8,0.363636364,324.0845175,323,0.72264,324,0.159448,323,0.8944151,321,0.5682357,324,0.187556,323,0.8915462,323,0.9704292,8,5,3,7,9,3,5,1,498.079826
418,323.09254,1,3557991,19,15,16,5,323.092497,0.1,0.263157895,0.842105263,12,0.575757576,324.0997736,323,0.737879,324,0.1747077,323,0.9096622,321,0.5833734,324,0.2028169,323,0.9067932,323,0.98568,7,5,4,4,11,4,7,1,494.1212969
422,324.99888,1,871439,16,5,6,8,324.998991,-0.3,0.5,0.375,14,0.833333333,326.0062672,325,0.642244,326,0.081642,325,0.8150375,323,0.4750644,326,0.1099166,325,0.8121516,325,0.8915024,10,1,6,7,2,6,9,1,478.0536113
424,325.020131,1,5290387,13,9,10,10,325.02012,0,0.769230769,0.769230769,9,0.5,326.0273965,325,0.663349,326,0.1027763,325,0.8361545,323,0.4960297,326,0.1310527,325,0.8332684,325,0.9126243,8,3,5,5,8,3,6,1,466.0536113
426,325.03542,1,12766613,17,9,10,7,325.035376,0.1,0.411764706,0.588235294,13,0.703703704,326.0426527,325,0.678589,326,0.118036,325,0.8514016,323,0.5111674,326,0.1463137,325,0.8485154,325,0.9278751,9,4,6,6,9,5,9,1,462.0950822
428,325.056515,1,8971672,14,13,14,9,325.056506,0,0.642857143,1,8,0.368421053,326.063782,325,0.699694,326,0.1391702,325,0.8725186,323,0.5321327,326,0.1674498,325,0.8696322,325,0.948997,7,4,5,6,9,3,6,1,462.0586967
431,325.071735,1,22349211,18,13,14,6,325.071762,-0.1,0.333333333,0.777777778,12,0.6,326.0790382,325,0.714933,326,0.1544299,325,0.8877658,323,0.5472704,326,0.1827108,325,0.8848793,325,0.9642478,8,6,5,6,11,4,8,1,454.0536113
433,325.108159,1,2656672,19,17,18,5,325.108147,0,0.263157895,0.947368421,11,0.515151515,326.1154237,325,0.751278,326,0.1908238,325,0.92413,323,0.5833734,326,0.2191079,325,0.9212431,326,0.0006205,5,7,3,4,12,3,5,1,450.0586967
440,327.014674,1,5051082,16,7,8,8,327.014641,0.1,0.5,0.5,13,0.75,328.0219172,327,0.655643,328,0.0977581,327,0.8295052,325,0.4750644,328,0.1262075,327,0.8266014,327,0.9064429,11,4,5,7,6,5,10,1,448.1158176
441,327.035814,1,5771982,13,11,12,10,327.03577,0.1,0.769230769,0.923076923,8,0.375,328.0430466,327,0.676749,328,0.1188924,327,0.8506222,325,0.4960297,328,0.1473436,327,0.8477182,327,0.9275648,6,3,5,5,8,4,5,1,440.0379612
444,327.051026,1,37930704,17,11,12,7,327.051026,0,0.411764706,0.705882353,12,0.62962963,328.0583027,327,0.691988,328,0.1341521,327,0.8658694,325,0.5111674,328,0.1626046,327,0.8629653,327,0.9428156,9,6,6,6,11,5,10,1,434.063782
445,327.07217,1,3813075,14,15,16,9,327.072156,0,0.642857143,1.142857143,7,0.263157895,328.0794321,327,0.713094,328,0.1552863,327,0.8869863,325,0.5321327,328,0.1837407,327,0.8840821,327,0.9639375,5,3,4,6,8,2,5,1,432.0692614
446,327.087427,1,17825494,18,15,16,6,327.087412,0,0.333333333,0.888888889,11,0.533333333,328.0946882,327,0.728333,328,0.170546,327,0.9022335,325,0.5472704,328,0.1990017,327,0.8993291,327,0.9791883,8,7,4,6,11,4,7,1,370.0688674
452,328.993838,1,886273,15,5,6,9,328.993905,-0.2,0.6,0.4,13,0.80952381,330.0011818,329,0.632698,330,0.0774803,329,0.8076087,327,0.4389614,330,0.1061014,329,0.8046875,329,0.8850107,10,2,5,7,4,6,8,1,708.1326495
457,329.030303,1,20748295,16,9,10,8,329.030291,0,0.5,0.625,12,0.666666667,330.0375673,329,0.669042,330,0.1138742,329,0.8439729,327,0.4750644,330,0.1424985,329,0.8410513,329,0.9213834,10,4,6,7,8,6,9,1,678.1220848
458,329.051469,1,4201482,13,13,14,10,329.05142,0.1,0.769230769,1.076923077,7,0.25,330.0586967,329,0.690148,330,0.1350085,329,0.8650899,327,0.4960297,330,0.1636345,329,0.8621681,329,0.9425053,5,3,5,5,7,3,5,1,658.09587
461,329.066667,1,49408012,17,13,14,7,329.066676,0,0.411764706,0.823529412,11,0.555555556,330.0739528,329,0.705387,330,0.1502682,329,0.8803371,327,0.5111674,330,0.1788955,329,0.8774152,329,0.9577561,9,6,6,6,11,4,7,1,646.09587
463,329.10307,1,14555154,18,17,18,6,329.103062,0,0.333333333,1,10,0.466666667,330.1103383,329,0.741732,330,0.1866621,329,0.9167012,327,0.5472704,330,0.2152926,329,0.913779,329,0.9941288,7,6,5,6,10,3,6,1,640.1064347
467,331.009571,1,5492030,15,7,8,9,331.009555,0,0.6,0.533333333,12,0.714285714,332.0168319,331,0.646097,332,0.0935964,331,0.8220765,329,0.4389614,332,0.1223923,331,0.8191374,331,0.8999512,9,4,6,7,8,5,8,1,638.1271702
471,331.045932,1,46770500,16,11,12,8,331.045941,0,0.5,0.75,11,0.583333333,332.0532174,331,0.682442,332,0.1299903,331,0.8584406,329,0.4750644,332,0.1587894,331,0.8555012,331,0.9363239,10,4,5,7,10,5,9,1,638.0907847
481,333.025214,1,15915644,15,9,10,9,333.025205,0,0.6,0.666666667,11,0.619047619,334.0324819,333,0.659496,334,0.1097125,333,0.8365442,331,0.4389614,334,0.1386832,333,0.8335872,333,0.9148917,10,5,6,7,7,5,9,1,630.1373409
482,333.040586,1,1313534,19,9,10,6,333.040462,0.4,0.315789474,0.526315789,15,0.75,334.0477381,333,0.674735,334,0.1249722,333,0.8517914,331,0.4540991,334,0.1539442,333,0.8488343,333,0.9301424,7,4,7,6,8,5,9,1,628.0853053
486,333.061601,1,31685250,16,13,14,8,333.061591,0,0.5,0.875,10,0.5,334.0688674,333,0.695841,334,0.1461064,333,0.8729083,331,0.4750644,334,0.1750803,333,0.8699511,333,0.9512644,9,5,5,7,11,4,8,1,620.08022
488,333.076875,1,2855044,20,13,14,5,333.076847,0.1,0.25,0.7,14,0.657142857,334.0841236,333,0.71108,334,0.1613661,333,0.8881555,331,0.4902021,334,0.1903413,333,0.8851981,333,0.9665151,4,6,5,5,11,4,8,1,612.1115201
490,333.097957,1,9611911,17,17,18,7,333.097976,-0.1,0.411764706,1.058823529,9,0.407407407,334.1052529,333,0.732186,334,0.1825003,333,0.9092725,331,0.5111674,334,0.2114774,333,0.9063149,333,0.9876371,8,6,5,6,9,4,5,1,602.0907847
493,335.004418,1,2697140,14,7,8,10,335.00447,-0.2,0.714285714,0.571428571,11,0.666666667,336.0117465,335,0.636551,336,0.0894347,335,0.8146477,333,0.4028584,336,0.1185771,335,0.8116733,335,0.8934595,9,4,5,6,6,5,7,1,600.1267762
495,335.019755,1,1393591,18,7,8,7,335.019726,0.1,0.388888889,0.444444444,15,0.793103448,336.0270026,335,0.65179,336,0.1046944,335,0.8298949,333,0.4179961,336,0.133838,335,0.8269203,335,0.9087102,9,3,6,7,6,6,10,1,584.1166055
497,335.040879,1,24083386,15,11,12,9,335.040856,0.1,0.6,0.8,10,0.523809524,336.048132,335,0.672896,336,0.1258286,335,0.8510119,333,0.4389614,336,0.1549741,335,0.8480371,335,0.9298322,9,5,6,7,9,4,7,1,578.1424263
498,335.056107,1,6927293,19,11,12,6,335.056112,0,0.315789474,0.631578947,14,0.6875,336.0633881,335,0.688135,336,0.1410883,335,0.8662591,333,0.4540991,336,0.1702351,335,0.8632842,335,0.9450829,7,5,6,6,10,4,8,1,578.0696553
501,335.077243,1,15035328,16,15,16,8,335.077241,0,0.5,1,9,0.416666667,336.0845175,335,0.70924,336,0.1622225,335,0.8873761,333,0.4750644,336,0.1913712,335,0.8844009,335,0.9662049,8,5,5,7,9,4,7,1,574.1111262
503,335.09252,1,6420418,20,15,16,5,335.092497,0.1,0.25,0.8,13,0.6,336.0997736,335,0.72448,336,0.1774822,335,0.9026233,333,0.4902021,336,0.2066322,335,0.899648,335,0.9814556,6,6,4,5,11,3,6,1,572.1166055
510,337.02013,1,6690035,14,9,10,10,337.02012,0,0.714285714,0.714285714,10,0.555555556,338.0273965,337,0.64995,338,0.1055508,337,0.8291155,335,0.4028584,338,0.134868,337,0.8261231,337,0.9084,9,4,5,6,8,4,7,1,568.1216909
511,337.03541,1,9772277,18,9,10,7,337.035376,0.1,0.388888889,0.555555556,14,0.724137931,338.0426527,337,0.665189,338,0.1208104,337,0.8443626,335,0.4179961,338,0.150129,337,0.8413702,337,0.9236507,9,5,6,7,8,5,9,1,562.1475117
514,337.056519,1,17140984,15,13,14,9,337.056506,0,0.6,0.933333333,9,0.428571429,338.063782,337,0.686295,338,0.1419447,337,0.8654796,335,0.4389614,338,0.171265,337,0.862487,337,0.9447726,8,4,6,7,9,5,7,1,560.0590906
515,337.07176,1,16217339,19,13,14,6,337.071762,0,0.315789474,0.736842105,13,0.625,338.0790382,337,0.701534,338,0.1572044,337,0.8807268,335,0.4540991,338,0.186526,337,0.877734,337,0.9600234,8,6,6,6,10,5,8,1,558.1009554
516,337.092859,1,3358462,16,17,18,8,337.092891,-0.1,0.5,1.125,8,0.333333333,338.1001676,337,0.72264,338,0.1783386,337,0.9018438,335,0.4750644,338,0.2076621,337,0.8988508,337,0.9811453,8,5,4,7,8,3,5,1,548.0590906
518,337.108147,1,4239616,20,17,18,5,337.108147,0,0.25,0.9,12,0.542857143,338.1154237,337,0.737879,338,0.1935983,337,0.917091,335,0.4902021,338,0.2229231,337,0.9140979,337,0.9963961,7,7,3,5,10,3,4,1,544.064176
524,339.014674,1,5261869,17,7,8,8,339.014641,0.1,0.470588235,0.470588235,14,0.769230769,340.0219172,339,0.642244,340,0.1005326,339,0.8224662,337,0.3818931,340,0.1300228,339,0.8194562,339,0.9022185,10,3,6,7,6,4,9,1,542.1060408
526,339.035783,1,10272304,14,11,12,10,339.03577,0,0.714285714,0.857142857,9,0.444444444,340.0430466,339,0.663349,340,0.1216669,339,0.8435832,337,0.4028584,340,0.1511589,339,0.840573,339,0.9233404,8,4,6,6,9,4,5,1,528.1056469
528,339.051032,1,31436339,18,11,12,7,339.051026,0,0.388888889,0.666666667,13,0.655172414,340.0583027,339,0.678589,340,0.1369265,339,0.8588304,337,0.4179961,340,0.1664199,339,0.8558201,339,0.9385912,9,5,6,7,10,5,8,1,524.1318616
530,339.07219,1,7984694,15,15,16,9,339.072156,0.1,0.6,1.066666667,8,0.333333333,340.0794321,339,0.699694,340,0.1580608,339,0.8799473,337,0.4389614,340,0.187556,339,0.8769369,339,0.9597131,7,4,6,7,9,3,6,1,520.064176
532,339.087447,1,18579001,19,15,16,6,339.087412,0.1,0.315789474,0.842105263,12,0.5625,340.0946882,339,0.714933,340,0.1733205,339,0.8951945,337,0.4540991,340,0.2028169,339,0.8921839,339,0.9749639,8,7,5,6,11,4,8,1,518.0849114
541,341.015069,1,2593640,13,9,10,11,341.015035,0.1,0.846153846,0.769230769,9,0.466666667,342.0223112,341,0.640404,342,0.1013891,341,0.8216867,339,0.3667554,342,0.1310527,341,0.8186591,341,0.9019082,7,3,4,5,8,3,4,1,516.0692614
544,341.030314,1,23363434,17,9,10,8,341.030291,0.1,0.470588235,0.588235294,13,0.692307692,342.0375673,341,0.655643,342,0.1166487,341,0.8369339,339,0.3818931,342,0.1463137,341,0.8339061,341,0.917159,11,4,6,7,9,4,9,1,504.0692614
545,341.051432,1,8892270,14,13,14,10,341.05142,0,0.714285714,1,8,0.333333333,342.0586967,341,0.676749,342,0.137783,341,0.8580509,339,0.4028584,342,0.1674498,341,0.8550229,341,0.9382809,6,4,5,6,9,3,5,1,500.0590906
547,341.066675,1,53358448,18,13,14,7,341.066676,0,0.388888889,0.777777778,12,0.586206897,342.0739528,341,0.691988,342,0.1530426,341,0.8732981,339,0.4179961,342,0.1827108,341,0.8702699,341,0.9535317,9,5,5,7,11,5,8,1,490.0536113
551,341.103087,1,10784630,19,17,18,6,341.103062,0.1,0.315789474,0.947368421,11,0.5,342.1103383,341,0.728333,342,0.1894366,341,0.9096622,339,0.4540991,342,0.2191079,341,0.9066338,341,0.9899044,8,5,4,6,12,3,6,1,484.1005615
558,343.009529,1,5650593,16,7,8,9,343.009555,-0.1,0.5625,0.5,13,0.739130435,344.0168319,343,0.632698,344,0.0963709,343,0.8150375,341,0.3457901,344,0.1262075,343,0.8119921,343,0.8957268,10,3,6,7,6,5,9,1,482.0485259
559,343.030723,1,5280932,13,11,12,11,343.030685,0.1,0.846153846,0.923076923,8,0.333333333,344.0379612,343,0.653803,344,0.1175052,343,0.8361545,341,0.3667554,344,0.1473436,343,0.8331089,343,0.9168487,6,4,5,5,8,2,5,1,476.0743467
563,343.04598,1,52949159,17,11,12,8,343.045941,0.1,0.470588235,0.705882353,12,0.615384615,344.0532174,343,0.669042,344,0.1327648,343,0.8514016,341,0.3818931,344,0.1626046,343,0.848356,343,0.9320995,10,6,6,7,11,5,8,1,472.064176
564,343.067139,1,3395754,14,15,16,10,343.06707,0.2,0.714285714,1.142857143,7,0.222222222,344.0743467,343,0.690148,344,0.1538991,343,0.8725186,341,0.4028584,344,0.1837407,343,0.8694728,343,0.9532214,5,3,5,6,8,2,5,1,470.0849114
568,343.082327,1,44871853,18,15,16,7,343.082326,0,0.388888889,0.888888889,11,0.517241379,344.0896029,343,0.705387,344,0.1691587,343,0.8877658,341,0.4179961,344,0.1990017,343,0.8847198,343,0.9684722,9,6,5,7,11,4,7,1,470.0485259
569,343.11873,1,3169970,19,19,20,6,343.118712,0.1,0.315789474,1.052631579,10,0.4375,344.1259884,343,0.741732,344,0.2055527,343,0.92413,341,0.4540991,344,0.2353988,343,0.9210837,344,0.0048449,7,7,3,6,9,3,4,1,460.0794321
580,345.025213,1,21938653,16,9,10,9,345.025205,0,0.5625,0.625,12,0.652173913,346.0324819,345,0.646097,346,0.112487,345,0.8295052,343,0.3457901,346,0.1424985,345,0.826442,345,0.9106673,9,5,5,7,8,6,9,1,448.0794321
582,345.04638,1,4412896,13,13,14,11,345.046335,0.1,0.846153846,1.076923077,7,0.2,346.0536113,345,0.667203,346,0.1336213,345,0.8506222,343,0.3667554,346,0.1636345,345,0.8475588,345,0.9317892,4,3,5,5,7,3,4,1,436.0794321
584,345.061614,1,63001058,17,13,14,8,345.061591,0.1,0.470588235,0.823529412,11,0.538461538,346.0688674,345,0.682442,346,0.1488809,345,0.8658694,343,0.3818931,346,0.1788955,345,0.8628059,345,0.94704,10,5,6,7,11,4,8,1,426.0586967
585,345.076801,1,1429733,21,13,14,5,345.076847,-0.1,0.238095238,0.666666667,15,0.675675676,346.0841236,345,0.697681,346,0.1641406,345,0.8811165,343,0.3970308,346,0.1941565,345,0.8780529,345,0.9622907,4,6,6,4,11,3,8,1,422.063782
587,345.097971,1,20394472,18,17,18,7,345.097976,0,0.388888889,1,10,0.448275862,346.1052529,345,0.718787,346,0.1852748,345,0.9022335,343,0.4179961,346,0.2152926,345,0.8991697,345,0.9834127,7,7,4,7,10,4,7,1,416.0743467
591,347.004475,1,3515153,15,7,8,10,347.00447,0,0.666666667,0.533333333,12,0.7,348.0117465,347,0.623151,348,0.0922092,347,0.8076087,345,0.3096871,348,0.1223923,347,0.804528,347,0.8892351,11,3,5,7,8,5,8,1,412.0430466
595,347.040873,1,35271446,16,11,12,9,347.040856,0.1,0.5625,0.75,11,0.565217391,348.048132,347,0.659496,348,0.1286031,347,0.8439729,345,0.3457901,348,0.1587894,347,0.8408919,347,0.9256078,10,5,6,7,10,5,8,1,398.1001676
596,347.056121,1,3921689,20,11,12,6,347.056112,0,0.3,0.6,15,0.705882353,348.0633881,347,0.674735,348,0.1438628,347,0.8592201,345,0.3609278,348,0.1740504,347,0.8561389,347,0.9408585,7,5,5,6,10,4,7,1,384.0845175
599,347.077265,1,35992348,17,15,16,8,347.077241,0.1,0.470588235,0.941176471,10,0.461538462,348.0845175,347,0.695841,348,0.164997,347,0.8803371,345,0.3818931,348,0.1951864,347,0.8772557,347,0.9619805,9,6,6,7,10,5,6,1,694.1169994
600,347.092441,1,2516254,21,15,16,5,347.092497,-0.2,0.238095238,0.761904762,14,0.621621622,348.0997736,347,0.71108,348,0.1802567,347,0.8955843,345,0.3970308,348,0.2104474,347,0.8925028,347,0.9772312,4,7,5,4,11,3,7,1,676.1428202
602,347.113616,1,11369250,18,19,20,7,347.113627,0,0.388888889,1.111111111,9,0.379310345,348.120903,347,0.732186,348,0.2013909,347,0.9167012,345,0.4179961,348,0.2315835,347,0.9136196,347,0.9983532,8,6,5,7,7,3,4,1,664.1428202
606,349.020137,1,11367497,15,9,10,10,349.02012,0,0.666666667,0.666666667,11,0.6,350.0273965,349,0.636551,350,0.1083253,349,0.8220765,347,0.3096871,350,0.1386832,349,0.8189779,349,0.9041756,9,4,6,7,7,5,8,1,664.1064347
607,349.035407,1,6588491,19,9,10,7,349.035376,0.1,0.368421053,0.526315789,15,0.741935484,350.0426527,349,0.65179,350,0.1235849,349,0.8373237,347,0.3248248,350,0.1539442,349,0.834225,349,0.9194263,9,3,5,8,8,4,9,1,662.1271702
612,349.056529,1,33489999,16,13,14,9,349.056506,0.1,0.5625,0.875,10,0.47826087,350.063782,349,0.672896,350,0.1447192,349,0.8584406,347,0.3457901,350,0.1750803,349,0.8553418,349,0.9405483,9,6,5,7,11,4,8,1,660.1479056
614,349.071752,1,13982801,20,13,14,6,349.071762,0,0.3,0.7,14,0.647058824,350.0790382,349,0.688135,350,0.1599789,349,0.8736878,347,0.3609278,350,0.1903413,349,0.8705888,349,0.955799,7,4,6,6,11,4,7,1,660.1115201
615,349.092888,1,11527252,17,17,18,8,349.092891,0,0.470588235,1.058823529,9,0.384615385,350.1001676,349,0.70924,350,0.1811131,349,0.8948048,347,0.3818931,350,0.2114774,349,0.8917056,349,0.976921,8,6,4,7,9,4,6,1,650.0907847
616,349.108242,1,1953366,21,17,18,5,349.108147,0.3,0.238095238,0.857142857,13,0.567567568,350.1154237,349,0.72448,350,0.1963728,349,0.910052,347,0.3970308,350,0.2267383,349,0.9069527,349,0.9921717,6,6,3,4,11,2,4,1,646.1322555
623,351.01467,1,2758012,18,7,8,8,351.014641,0.1,0.444444444,0.444444444,15,0.785714286,352.0219172,351,0.628844,352,0.1033071,351,0.8154272,349,0.2887218,352,0.133838,351,0.812311,351,0.8979941,8,2,6,8,6,5,10,1,644.08022
626,351.035822,1,17343871,15,11,12,10,351.03577,0.1,0.666666667,0.8,10,0.5,352.0430466,351,0.64995,352,0.1244414,351,0.8365442,349,0.3096871,352,0.1549741,351,0.8334278,351,0.9191161,9,5,6,7,9,4,7,1,636.1479056
628,351.051055,1,26580353,19,11,12,7,351.051026,0.1,0.368421053,0.631578947,14,0.677419355,352.0583027,351,0.665189,352,0.139701,351,0.8517914,349,0.3248248,352,0.1702351,351,0.8486748,351,0.9343668,9,5,7,8,10,5,7,1,632.08022
630,351.072152,1,15441285,16,15,16,9,351.072156,0,0.5625,1,9,0.391304348,352.0794321,351,0.686295,352,0.1608353,351,0.8729083,349,0.3457901,352,0.1913712,351,0.8697916,351,0.9554888,8,6,5,7,9,4,7,1,630.1009554
631,351.0874,1,15705479,20,15,16,6,351.087412,0,0.3,0.8,13,0.588235294,352.0946882,351,0.701534,352,0.1760949,351,0.8881555,349,0.3609278,352,0.2066322,351,0.8850387,351,0.9707395,8,5,5,6,11,4,7,1,628.1216909
642,353.015046,1,4376237,14,9,10,11,353.015035,0,0.785714286,0.714285714,10,0.529411765,354.0223112,353,0.627005,354,0.1041635,353,0.8146477,351,0.2735841,354,0.134868,353,0.8115138,353,0.8976838,8,3,5,5,8,3,5,1,624.1115201
644,353.030282,1,18278064,18,9,10,8,353.030291,0,0.444444444,0.555555556,14,0.714285714,354.0375673,353,0.642244,354,0.1194232,353,0.8298949,351,0.2887218,354,0.150129,353,0.8267609,353,0.9129346,10,4,6,8,8,4,10,1,622.1322555
647,353.051418,1,15038131,15,13,14,10,353.05142,0,0.666666667,0.933333333,9,0.4,354.0586967,353,0.663349,354,0.1405575,353,0.8510119,351,0.3096871,354,0.171265,353,0.8478777,353,0.9340565,8,5,6,7,9,5,6,1,616.1216909
649,353.066677,1,74487477,19,13,14,7,353.066676,0,0.368421053,0.736842105,13,0.612903226,354.0739528,353,0.678589,354,0.1558171,353,0.8662591,351,0.3248248,354,0.186526,353,0.8631247,353,0.9493073,9,6,6,8,10,5,8,1,606.1373409
650,353.087818,1,4319928,16,17,18,9,353.087806,0,0.5625,1.125,8,0.304347826,354.0950822,353,0.699694,354,0.1769514,353,0.8873761,351,0.3457901,354,0.2076621,353,0.8842415,353,0.9704292,7,5,5,7,8,3,5,1,604.1216909
652,353.103072,1,11837115,20,17,18,6,353.103062,0,0.3,0.9,12,0.529411765,354.1103383,353,0.714933,354,0.192211,353,0.9026233,351,0.3609278,354,0.2229231,353,0.8994886,353,0.98568,8,7,4,6,10,3,7,1,602.0696553
660,355.009555,1,5702619,17,7,8,9,355.009555,0,0.529411765,0.470588235,14,0.76,356.0168319,355,0.619298,356,0.0991454,355,0.8079985,353,0.2526188,356,0.1300228,355,0.8048469,355,0.8915024,10,4,5,7,6,6,9,1,600.0903907
661,355.030688,1,6434783,14,11,12,11,355.030685,0,0.785714286,0.857142857,9,0.411764706,356.0379612,355,0.640404,356,0.1202796,355,0.8291155,353,0.2735841,356,0.1511589,355,0.8259637,355,0.9126243,7,4,5,5,9,3,6,1,598.1322555
664,355.045956,1,57071585,18,11,12,8,355.045941,0,0.444444444,0.666666667,13,0.642857143,356.0532174,355,0.655643,356,0.1355393,355,0.8443626,353,0.2887218,356,0.1664199,355,0.8412108,355,0.9278751,11,6,6,8,10,4,9,1,598.09587
666,355.067121,1,7472100,15,15,16,10,355.06707,0.1,0.666666667,1.066666667,8,0.3,356.0743467,355,0.676749,356,0.1566736,355,0.8654796,353,0.3096871,356,0.187556,355,0.8623275,355,0.948997,6,4,6,7,9,4,6,1,596.1166055
